"season","posteam","week","full_name","position","pass_attempt","rec_attempt","rush_attempt","pass_air_yards","rec_air_yards","pass_completions","receptions","pass_completions_exp","receptions_exp","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_yards_gained_exp","rec_yards_gained_exp","rush_yards_gained_exp","pass_touchdown","rec_touchdown","rush_touchdown","pass_touchdown_exp","rec_touchdown_exp","rush_touchdown_exp","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_first_down","rec_first_down","rush_first_down","pass_interception","rec_interception","pass_interception_exp","rec_interception_exp","rec_fumble_lost","rush_fumble_lost","pass_fantasy_points_exp","rec_fantasy_points_exp","rush_fantasy_points_exp","pass_fantasy_points","rec_fantasy_points","rush_fantasy_points","total_yards_gained","total_yards_gained_exp","total_touchdown","total_touchdown_exp","total_first_down","total_first_down_exp","total_fantasy_points","total_fantasy_points_exp","pass_completions_diff","receptions_diff","pass_yards_gained_diff","rec_yards_gained_diff","rush_yards_gained_diff","pass_touchdown_diff","rec_touchdown_diff","rush_touchdown_diff","pass_first_down_diff","rec_first_down_diff","rush_first_down_diff","pass_fantasy_points_diff","rec_fantasy_points_diff","rush_fantasy_points_diff","total_yards_gained_diff","total_touchdown_diff","total_fantasy_points_diff","pass_attempt_team","rec_attempt_team","rush_attempt_team","pass_air_yards_team","rec_air_yards_team","pass_completions_team","receptions_team","pass_completions_exp_team","receptions_exp_team","pass_yards_gained_team","rec_yards_gained_team","rush_yards_gained_team","pass_yards_gained_exp_team","rec_yards_gained_exp_team","rush_yards_gained_exp_team","pass_touchdown_team","rec_touchdown_team","rush_touchdown_team","pass_touchdown_exp_team","rec_touchdown_exp_team","rush_touchdown_exp_team","pass_two_point_conv_team","rec_two_point_conv_team","rush_two_point_conv_team","pass_first_down_team","rec_first_down_team","rush_first_down_team","pass_interception_team","rec_interception_team","pass_interception_exp_team","rec_interception_exp_team","rec_fumble_lost_team","rush_fumble_lost_team","pass_fantasy_points_exp_team","rec_fantasy_points_exp_team","rush_fantasy_points_exp_team","pass_fantasy_points_team","rec_fantasy_points_team","rush_fantasy_points_team","pass_completions_diff_team","receptions_diff_team","pass_yards_gained_diff_team","rec_yards_gained_diff_team","rush_yards_gained_diff_team","pass_touchdown_diff_team","rec_touchdown_diff_team","rush_touchdown_diff_team","pass_first_down_diff_team","rec_first_down_diff_team","rush_first_down_diff_team","pass_interception_diff_team","rec_interception_diff_team","pass_fantasy_points_diff_team","rec_fantasy_points_diff_team","rush_fantasy_points_diff_team","total_yards_gained_team","total_yards_gained_exp_team","total_yards_gained_diff_team","total_touchdown_team","total_touchdown_exp_team","total_touchdown_diff_team","total_first_down_team","total_first_down_exp_team","total_fantasy_points_team","total_fantasy_points_exp_team","total_fantasy_points_diff_team","target_share","rush_share"
"2019","LAC",4,"Dontrelle Inman","WR",0,7,0,0,91,0,5,0,4.17,0,76,0,0,68.5,0,0,0,0,0,0.11,0,0,0,0,0,5,0,0,0,0,0.19,0,0,0,11.68,0,0,12.6,0,76,68.5,0,0.11,5,4.2,12.6,11.68,0,0.83,0,7.5,0,0,-0.11,0,0,0.8,0,0,0.92,0,7.5,-0.11,0.92,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0.225806451612903,0
"2019","LAC",4,"Austin Ekeler","RB",0,5,18,0,6,0,5,0,3.9,0,62,60,0,27.57,79.14,0,1,1,0,0.07,0.94,0,0,0,0,3,6,0,0,0,0.03,0,0,0,7.09,13.58,0,17.2,12,122,106.71,2,1.01,9,7.08,29.2,20.67,0,1.1,0,34.43,-19.14,0,0.93,0.0600000000000001,0,2.32,-0.4,0,10.11,-1.58,15.29,0.99,8.53,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0.161290322580645,0.545454545454545
"2019","LAC",4,"Geremy Davis","WR",0,2,0,0,23,0,2,0,1.51,0,25,0,0,23.26,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,3.96,0,0,4.5,0,25,23.26,0,0.02,0,0.57,4.5,3.96,0,0.49,0,1.74,0,0,-0.02,0,0,-0.57,0,0,0.54,0,1.74,-0.02,0.54,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0.0645161290322581,0
"2019","MIA",4,"Josh Rosen","QB",24,0,0,152,0,17,0,16.18,0,180,0,0,155.92,0,0,1,0,0,0.67,0,0,0,0,0,8,0,0,1,0,0.6,0,0,0,7.71,0,0,9.2,0,0,180,155.92,1,0.67,8,7.71,9.2,7.71,0.82,0,24.08,0,0,0.33,0,0,0.29,0,0,1.49,0,0,24.08,0.33,1.49,24,24,18,152,152,17,17,16.18,16.18,180,180,72,155.92,155.93,82.3,1,1,0,0.67,0.65,0.27,0,0,0,8,8,3,1,1,0.6,0.59,0,0,7.71,35.77,9.84,9.2,41,7.2,0.82,0.82,24.08,24.07,-10.3,0.33,0.35,-0.27,0.29,0.29,-1.65,0.4,0.41,1.49,5.23,-2.64,252,238.23,13.77,1,0.92,0.08,11,12.36,48.2,45.61,2.59,0,0
"2019","MIA",4,"Kenyan Drake","RB",0,5,9,0,-3,0,3,0,3.41,0,29,44,0,21.87,42.32,0,0,0,0,0.24,0.03,0,0,0,0,1,2,0,0,0,0.09,0,0,0,7.05,4.39,0,5.9,4.4,73,64.19,0,0.27,3,3.27,10.3,11.44,0,-0.41,0,7.13,1.68,0,-0.24,-0.03,0,0.16,-0.43,0,-1.15,0.0100000000000007,8.81,-0.27,-1.14,24,24,18,152,152,17,17,16.18,16.18,180,180,72,155.92,155.93,82.3,1,1,0,0.67,0.65,0.27,0,0,0,8,8,3,1,1,0.6,0.59,0,0,7.71,35.77,9.84,9.2,41,7.2,0.82,0.82,24.08,24.07,-10.3,0.33,0.35,-0.27,0.29,0.29,-1.65,0.4,0.41,1.49,5.23,-2.64,252,238.23,13.77,1,0.92,0.08,11,12.36,48.2,45.61,2.59,0.208333333333333,0.5
"2019","MIA",4,"Preston Williams","WR",0,7,0,0,91,0,4,0,4.18,0,46,0,0,56.27,0,0,0,0,0,0.19,0,0,0,0,0,2,0,0,1,0,0.25,0,0,0,10.93,0,0,8.6,0,46,56.27,0,0.19,2,2.67,8.6,10.93,0,-0.18,0,-10.27,0,0,-0.19,0,0,-0.67,0,0,-2.33,0,-10.27,-0.19,-2.33,24,24,18,152,152,17,17,16.18,16.18,180,180,72,155.92,155.93,82.3,1,1,0,0.67,0.65,0.27,0,0,0,8,8,3,1,1,0.6,0.59,0,0,7.71,35.77,9.84,9.2,41,7.2,0.82,0.82,24.08,24.07,-10.3,0.33,0.35,-0.27,0.29,0.29,-1.65,0.4,0.41,1.49,5.23,-2.64,252,238.23,13.77,1,0.92,0.08,11,12.36,48.2,45.61,2.59,0.291666666666667,0
"2019","MIA",4,"Nick O'Leary","TE",0,1,0,0,7,0,1,0,0.78,0,9,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,1.64,0,0,1.9,0,9,8.35,0,0,0,0.26,1.9,1.64,0,0.22,0,0.65,0,0,0,0,0,-0.26,0,0,0.26,0,0.65,0,0.26,24,24,18,152,152,17,17,16.18,16.18,180,180,72,155.92,155.93,82.3,1,1,0,0.67,0.65,0.27,0,0,0,8,8,3,1,1,0.6,0.59,0,0,7.71,35.77,9.84,9.2,41,7.2,0.82,0.82,24.08,24.07,-10.3,0.33,0.35,-0.27,0.29,0.29,-1.65,0.4,0.41,1.49,5.23,-2.64,252,238.23,13.77,1,0.92,0.08,11,12.36,48.2,45.61,2.59,0.0416666666666667,0
"2019","MIA",4,"DeVante Parker","WR",0,4,0,0,54,0,4,0,2.29,0,70,0,0,32.23,0,0,1,0,0,0.12,0,0,0,0,0,3,0,0,0,0,0.15,0,0,0,6.25,0,0,17,0,70,32.23,1,0.12,3,1.33,17,6.25,0,1.71,0,37.77,0,0,0.88,0,0,1.67,0,0,10.75,0,37.77,0.88,10.75,24,24,18,152,152,17,17,16.18,16.18,180,180,72,155.92,155.93,82.3,1,1,0,0.67,0.65,0.27,0,0,0,8,8,3,1,1,0.6,0.59,0,0,7.71,35.77,9.84,9.2,41,7.2,0.82,0.82,24.08,24.07,-10.3,0.33,0.35,-0.27,0.29,0.29,-1.65,0.4,0.41,1.49,5.23,-2.64,252,238.23,13.77,1,0.92,0.08,11,12.36,48.2,45.61,2.59,0.166666666666667,0
"2019","LAC",4,"Keenan Allen","WR",0,5,0,0,24,0,5,0,3.83,0,48,0,0,38.22,0,0,0,0,0,0.55,0,0,0,0,0,1,0,0,0,0,0.13,0,0,0,10.94,0,0,9.8,0,48,38.22,0,0.55,1,1.52,9.8,10.94,0,1.17,0,9.78,0,0,-0.55,0,0,-0.52,0,0,-1.14,0,9.78,-0.55,-1.14,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0.161290322580645,0
"2019","LAC",4,"Derek Watt","RB",0,1,0,0,0,0,1,0,0.77,0,21,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.01,0,0,0,1.34,0,0,3.1,0,21,5.56,0,0,1,0.37,3.1,1.34,0,0.23,0,15.44,0,0,0,0,0,0.63,0,0,1.76,0,15.44,0,1.76,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0.032258064516129,0
"2019","LAC",4,"Troymaine Pope","RB",0,2,10,0,3,0,2,0,1.55,0,14,20,0,11.98,47.69,0,1,0,0,0.14,0.19,0,0,0,0,1,0,0,0,0,0.01,0,0,0,3.56,5.89,0,9.4,2,34,59.67,1,0.33,1,1.98,11.4,9.45,0,0.45,0,2.02,-27.69,0,0.86,-0.19,0,0.43,-1.41,0,5.84,-3.89,-25.67,0.67,1.95,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0.0645161290322581,0.303030303030303
"2019","MIA",4,"Kalen Ballage","RB",0,1,2,0,3,0,0,0,0.72,0,0,7,0,4.23,7.8,0,0,0,0,0.08,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.65,0.9,0,0,0.7,7,12.03,0,0.1,0,0.51,0.7,2.55,0,-0.72,0,-4.23,-0.8,0,-0.08,-0.02,0,-0.08,-0.43,0,-1.65,-0.2,-5.03,-0.1,-1.85,24,24,18,152,152,17,17,16.18,16.18,180,180,72,155.92,155.93,82.3,1,1,0,0.67,0.65,0.27,0,0,0,8,8,3,1,1,0.6,0.59,0,0,7.71,35.77,9.84,9.2,41,7.2,0.82,0.82,24.08,24.07,-10.3,0.33,0.35,-0.27,0.29,0.29,-1.65,0.4,0.41,1.49,5.23,-2.64,252,238.23,13.77,1,0.92,0.08,11,12.36,48.2,45.61,2.59,0.0416666666666667,0.111111111111111
"2019","MIA",4,"Mark Walton","RB",0,2,6,0,-3,0,2,0,1.64,0,11,23,0,11.11,28.13,0,0,0,0,0.01,0.02,0,0,0,0,0,1,0,0,0,0.02,0,0,0,2.79,2.94,0,3.1,2.3,34,39.24,0,0.03,1,2.11,5.4,5.73,0,0.36,0,-0.109999999999999,-5.13,0,-0.01,-0.02,0,-0.56,-0.55,0,0.31,-0.64,-5.23999999999999,-0.03,-0.33,24,24,18,152,152,17,17,16.18,16.18,180,180,72,155.92,155.93,82.3,1,1,0,0.67,0.65,0.27,0,0,0,8,8,3,1,1,0.6,0.59,0,0,7.71,35.77,9.84,9.2,41,7.2,0.82,0.82,24.08,24.07,-10.3,0.33,0.35,-0.27,0.29,0.29,-1.65,0.4,0.41,1.49,5.23,-2.64,252,238.23,13.77,1,0.92,0.08,11,12.36,48.2,45.61,2.59,0.0833333333333333,0.333333333333333
"2019","MIA",4,"Isaiah Ford","WR",0,3,0,0,6,0,2,0,2.3,0,9,0,0,17.38,0,0,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0.04,0,0,0,4.12,0,0,2.9,0,9,17.38,0,0.01,1,1.55,2.9,4.12,0,-0.3,0,-8.38,0,0,-0.01,0,0,-0.55,0,0,-1.22,0,-8.38,-0.01,-1.22,24,24,18,152,152,17,17,16.18,16.18,180,180,72,155.92,155.93,82.3,1,1,0,0.67,0.65,0.27,0,0,0,8,8,3,1,1,0.6,0.59,0,0,7.71,35.77,9.84,9.2,41,7.2,0.82,0.82,24.08,24.07,-10.3,0.33,0.35,-0.27,0.29,0.29,-1.65,0.4,0.41,1.49,5.23,-2.64,252,238.23,13.77,1,0.92,0.08,11,12.36,48.2,45.61,2.59,0.125,0
"2019","LAC",4,NA,NA,0,1,0,0,3,0,0,0,0.76,0,0,0,0,4.68,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,1.26,0,0,0,0,0,4.68,0,0.01,0,0.14,0,1.26,0,-0.76,0,-4.68,0,0,-0.01,0,0,-0.14,0,0,-1.26,0,-4.68,-0.01,-1.26,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0.032258064516129,0
"2019","LAC",4,"Andre Patton","WR",0,4,0,0,49,0,2,0,2.24,0,22,0,0,28.08,0,0,0,0,0,0.21,0,0,0,0,0,2,0,0,0,0,0.11,0,0,0,6.33,0,0,4.2,0,22,28.08,0,0.21,2,1.16,4.2,6.33,0,-0.24,0,-6.08,0,0,-0.21,0,0,0.84,0,0,-2.13,0,-6.08,-0.21,-2.13,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0.129032258064516,0
"2019","MIA",4,"Jakeem Grant","WR",0,1,1,0,-3,0,1,0,0.86,0,6,-2,0,4.49,4.05,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0.01,0,0,0,1.34,1.61,0,1.6,-0.2,4,8.54,0,0.2,1,0.66,1.4,2.95,0,0.14,0,1.51,-6.05,0,0,-0.2,0,0.58,-0.24,0,0.26,-1.81,-4.54,-0.2,-1.55,24,24,18,152,152,17,17,16.18,16.18,180,180,72,155.92,155.93,82.3,1,1,0,0.67,0.65,0.27,0,0,0,8,8,3,1,1,0.6,0.59,0,0,7.71,35.77,9.84,9.2,41,7.2,0.82,0.82,24.08,24.07,-10.3,0.33,0.35,-0.27,0.29,0.29,-1.65,0.4,0.41,1.49,5.23,-2.64,252,238.23,13.77,1,0.92,0.08,11,12.36,48.2,45.61,2.59,0.0416666666666667,0.0555555555555556
"2019","LAC",4,"Sean Culkin","TE",0,1,0,0,12,0,1,0,0.62,0,12,0,0,8.87,0,0,0,0,0,0.27,0,0,0,0,0,1,0,0,0,0,0.04,0,0,0,3.11,0,0,2.2,0,12,8.87,0,0.27,1,0.67,2.2,3.11,0,0.38,0,3.13,0,0,-0.27,0,0,0.33,0,0,-0.91,0,3.13,-0.27,-0.91,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0.032258064516129,0
"2019","LAC",4,"Tyrod Taylor","QB",1,0,4,7,0,1,0,0.69,0,7,0,-1,7.72,0,2.03,0,0,0,0.01,0,0.02,0,0,0,1,0,0,0,0,0.02,0,0,0,0.32,0,0.32,0.28,0,-0.1,6,9.75,0,0.03,1,0.82,0.18,0.64,0.31,0,-0.72,0,-3.03,-0.01,0,-0.02,0.32,0,-0.14,-0.04,0,-0.42,-3.75,-0.03,-0.46,31,31,33,244,244,25,25,21.38,21.39,317,317,79,246,245.98,128.86,2,2,1,1.44,1.45,1.15,0,0,0,16,16,6,0,0,0.65,0.65,0,0,14.33,54.65,19.79,20.68,68.7,13.9,3.62,3.61,71,71.02,-49.86,0.56,0.55,-0.15,4.32,4.32,-1.95,-0.65,-0.65,6.35,14.05,-5.89,396,374.84,21.16,3,2.6,0.4,22,19.63,82.6,74.44,8.16,0,0.121212121212121
"2019","CHI",4,"Mitchell Trubisky","QB",3,0,0,5,0,2,0,2.3,0,9,0,0,15.99,0,0,0,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0.03,0,0,0,0.61,0,0,0.36,0,0,9,15.99,0,0.01,1,1.36,0.36,0.61,-0.3,0,-6.99,0,0,-0.01,0,0,-0.36,0,0,-0.25,0,0,-6.99,-0.01,-0.25,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0,0
"2019","CHI",4,"Cordarrelle Patterson","WR",0,1,2,0,-2,0,1,0,0.87,0,3,4,0,4.19,11.15,0,0,0,0,0,0.04,0,0,0,0,0,1,0,0,0,0.01,0,0,0,1.31,1.33,0,1.3,0.4,7,15.34,0,0.04,1,1.34,1.7,2.64,0,0.13,0,-1.19,-7.15,0,0,-0.04,0,-0.15,-0.19,0,-0.01,-0.93,-8.34,-0.04,-0.94,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0.0303030303030303,0.0606060606060606
"2019","CHI",4,"Anthony Miller","WR",0,3,0,0,12,0,2,0,2.12,0,11,0,0,17.33,0,0,0,0,0,0.02,0,0,0,0,0,2,0,0,0,0,0.03,0,0,0,3.99,0,0,3.1,0,11,17.33,0,0.02,2,2.08,3.1,3.99,0,-0.12,0,-6.33,0,0,-0.02,0,0,-0.0800000000000001,0,0,-0.89,0,-6.33,-0.02,-0.89,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0.0909090909090909,0
"2019","CHI",4,"David Montgomery","RB",0,5,21,0,6,0,3,0,3.85,0,14,53,0,30.25,87.82,0,0,0,0,0.06,0.33,0,0,0,0,1,1,0,0,0,0.05,0,0,0,7.24,10.76,0,4.4,5.3,67,118.07,0,0.39,2,5.18,9.7,18,0,-0.85,0,-16.25,-34.82,0,-0.06,-0.33,0,-0.94,-2.24,0,-2.84,-5.46,-51.07,-0.39,-8.3,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0.151515151515152,0.636363636363636
"2019","CHI",4,"Chase Daniel","QB",30,0,5,200,0,22,0,20.01,0,195,0,4,202.41,0,19.78,1,0,0,0.92,0,0.35,0,0,0,10,0,2,0,0,0.61,0,0,0,10.58,0,4.06,11.8,0,0.4,199,222.19,1,1.27,12,14.02,12.2,14.64,1.99,0,-7.41,0,-15.78,0.08,0,-0.35,-0.789999999999999,0,-1.23,1.22,0,-3.66,-23.19,-0.27,-2.44,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0,0.151515151515152
"2019","CHI",4,"Adam Shaheen","TE",0,2,0,0,13,0,2,0,1.42,0,13,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,2.89,0,0,3.3,0,13,14.5,0,0,0,0.69,3.3,2.89,0,0.58,0,-1.5,0,0,0,0,0,-0.69,0,0,0.41,0,-1.5,0,0.41,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0.0606060606060606,0
"2019","CHI",4,"Javon Wims","WR",0,5,0,0,60,0,4,0,3.19,0,56,0,0,42.45,0,0,0,0,0,0.04,0,0,0,0,0,1,0,0,0,0,0.13,0,0,0,7.66,0,0,9.6,0,56,42.45,0,0.04,1,1.37,9.6,7.66,0,0.81,0,13.55,0,0,-0.04,0,0,-0.37,0,0,1.94,0,13.55,-0.04,1.94,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0.151515151515152,0
"2019","CHI",4,"Allen Robinson","WR",0,7,0,0,69,0,7,0,4.27,0,77,0,0,54.85,0,0,0,0,0,0.17,0,0,0,0,0,5,0,0,0,0,0.2,0,0,0,10.77,0,0,14.7,0,77,54.85,0,0.17,5,3.21,14.7,10.77,0,2.73,0,22.15,0,0,-0.17,0,0,1.79,0,0,3.93,0,22.15,-0.17,3.93,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0.212121212121212,0
"2019","CHI",4,"Trey Burton","TE",0,4,0,0,14,0,2,0,2.71,0,16,0,0,20.74,0,0,0,0,0,0.14,0,0,0,0,0,1,0,0,0,0,0.09,0,0,0,5.61,0,0,3.6,0,16,20.74,0,0.14,1,0.83,3.6,5.61,0,-0.71,0,-4.74,0,0,-0.14,0,0,0.17,0,0,-2.01,0,-4.74,-0.14,-2.01,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0.121212121212121,0
"2019","CHI",4,"Tarik Cohen","RB",0,5,5,0,32,0,2,0,3.07,0,7,11,0,28.8,23.09,0,1,0,0,0.45,0.02,0,0,0,0,1,0,0,0,0,0.09,0,0,0,8.67,2.4,0,8.7,1.1,18,51.89,1,0.47,1,2.33,9.8,11.07,0,-1.07,0,-21.8,-12.09,0,0.55,-0.02,0,-0.64,-0.69,0,0.0299999999999994,-1.3,-33.89,0.53,-1.27,33,33,33,205,205,24,24,22.31,22.29,204,204,72,218.4,218.41,141.84,1,1,0,0.93,0.92,0.74,0,0,0,11,11,4,0,0,0.64,0.64,0,0,11.19,49.72,18.55,12.16,50.4,7.2,1.69,1.71,-14.4,-14.41,-69.84,0.07,0.08,-0.74,-1.15,-1.15,-4.35,-0.64,-0.64,0.970000000000001,0.679999999999998,-11.35,276,360.25,-84.25,1,1.66,-0.66,15,20.5,57.6,68.27,-10.67,0.151515151515152,0.151515151515152
